,ACACT1r,BISS,HMGR,HMGS,IPDDI,GRTT,LIMS,ERG1,NudB,MVD1,ERG8,GND,FRD2,PPC,FUM,PFK,SUCDi,FDH4pp,ICDHyr,PFL,ACKr,ENO,PGI,PGK,RPI,SUCOAS,TPI,TALA,FRD3,FBA,GAPD,FBP,PTAr,PDH,ACALD,FHL,CS,G6PDH2r,PYK,AKGDH,PDXPP,PPCK,PPS,ACONTa,ME1,TKT1,ACS,TKT2,MDH2,ACONTb,PGM,MDH,ME2,YPL069C,GLYCL
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,7.421631719481616,-0.5081469036703256,1.7709860057281124,4.07443363995216,0.30730496752908526,0.05246741989413548,5.855477197338153,1.2874686241439894,2.0822382609068355,0.6018770501244273,-1.3587407605050896,0.05918017240948235,-0.7593392867345532,0.8971042475536045,0.6685146080582552,0.5966527825509337,0.9122293057150627,0.09386692346422232,0.716533253813824,-0.922242658779264,-1.0173076030951178,-0.07555926411479383,-0.20485678549186684,-0.13324229476368177,0.3460397743932688,0.7323370945214567,0.2699228724718116,0.9501603672940033,-1.0679486046322686,0.10757532688501734,-0.06328701709466418,-0.643338873886232,-0.7468691435201451,-0.3008337759390937,-0.46378020241119267,-0.7937905988371573,1.3378843317229527,0.010995007257933247,-0.24993416300008192,0.21712688020728402,-0.8845227825800641,-0.9176506120304632,-0.025763096065081623,1.529948398716674,0.5084209458481631,-0.0983568184061949,1.1420190048724281,1.837001899297017,0.3633774443179326,0.6832039492524413,-0.08694341471214143,1.3564489902661885,0.0800394979251172,7.2610541598904215,-0.3008337759390937
8,7.4523623836873245,0.06608919045777244,1.5488028374257374,3.9554151460331988,0.39029885623711597,-0.38442951334844755,5.837454188942098,1.2255891765573115,1.829067178020099,0.7481812119957094,-2.158229667809938,-0.06864023396308203,-0.7234823648025841,0.743571254664136,0.4525139257956644,0.6291497195541305,0.5810525234296641,0.4271103315794187,0.5453286251086051,-0.7759492260738654,-1.3166127890218096,0.03104861150895015,-0.07618482870565267,-0.0646905251015584,0.6270563104416252,0.3600755049605095,0.3358108081282687,1.220904549444525,-1.1144485665745467,-0.07278419876491267,0.027678144812498712,-0.8658322003079499,-0.932574575369448,-0.44441924244770914,-0.22044812005847383,-0.5919953645418236,1.331788614756715,-0.06613846367080638,-0.22843781021660303,0.027940437352828695,-0.6996050666622791,-1.213455119986746,0.03780203271238447,2.0291463456595165,0.3488626599641101,-0.17341639996090222,0.9233787183970875,2.1633031258774698,0.1732543048089972,0.3901463237371329,-0.12565677466211944,1.1791352369304113,-0.017044696631700804,7.1284174549756845,-0.44441924244770914
12,7.516279396818687,0.2854022188622481,1.5031723773601957,4.044775885711803,0.41204084529731666,-0.6408712418718125,5.826865566029005,1.4122345159978829,1.8403647693544847,0.9380118925805805,-2.0477531314483683,-0.001757982645380491,-0.5155410997636767,0.8628701830364803,0.3040775784787017,0.7525724371570972,1.0885064446155823,1.006049044672805,0.6882668159433537,-0.6090111952018555,-1.322747575193911,0.09216818162327282,-0.05903010766658569,0.040596069436461386,0.415655971509815,0.5236544057980216,0.23959549286896553,1.2122730973073903,-0.93794221133976,-0.03798483188786235,0.07271469451096126,-0.7340260795756601,-0.8249287444787863,-0.28700150275952435,-0.11817274577350086,-0.8548969880116465,1.3192514799435529,-0.07192744552030368,-0.17919718069794133,0.1336070133930674,-0.40615934793239117,-1.0469336289754296,0.1417529967512928,2.1157602930690125,0.5022423709190389,-0.0910612527156749,1.2081081953302006,2.313768388327567,0.3144820129798409,0.09172457531206585,-0.059221298173026515,1.2155193874246002,-0.06942140095747941,7.197798179173735,-0.28700150275952435
18,7.775997516471547,0.5545888516776374,1.717696780323219,4.304657693770914,0.7603373435107159,-0.46365620449902273,6.012528718570132,1.6662626028230043,2.3553880108326877,1.169090736085757,-2.1433307914305995,0.3455466196302161,-0.30425706856030676,1.0693210605039065,0.7245904916327048,1.0185570944890614,0.5479361705637497,0.4271103315794187,0.9205917513591897,-0.3418311326137995,-1.0239559791044837,-0.449466887433783,0.3721175829817217,0.27336561679526883,0.4012210050177971,0.8778447502031348,0.7236891657405319,1.5188053186034018,-1.042970596244772,0.397524509372931,0.31113163522698295,-0.545964552195846,-0.323401781232575,-0.0597009490410665,0.17008317261051967,-0.6786797651089564,1.6741808122037927,0.33417435551157776,0.18629690355512019,0.3648765612605194,-0.32025927452674413,-0.8140944202038657,0.36304286164058236,2.431049817267475,0.8004475550216634,0.09047382380745778,1.0608822421470225,2.543157665583828,0.638873422439324,0.054025881682510477,0.21705708857326342,1.5874717786497075,0.5222984659389853,7.562883246596275,-0.0597009490410665
24,7.380906645859187,-0.385290155884792,1.4051835985367147,4.0144956322032765,0.27819047448144507,-0.5189992383427977,5.726150875645426,1.3555836490686013,1.584962500721156,0.8313879889995098,-2.3906408449713767,-0.031699849950376204,-0.835856343682738,0.719777661415438,0.17008093387200723,0.6549736047465861,0.8601016133107827,0.012072832300574972,0.5551977870741902,-0.7267233240575457,-1.4783984456541055,-0.6183904859314372,-0.10289141502323454,-0.12518941095110336,0.49314469385513804,0.4991747108729587,0.36012068144338993,1.2265855073187377,-1.0332075808320214,0.016115290796356208,0.010938496924271502,-1.0026733107327392,-0.7662839201716871,-0.37254409405684846,-0.18021164067935197,-0.7139872821156663,1.3376198354272464,-0.12768255293890748,-0.2907375962835904,0.01586335539577745,-1.7104933828050153,-1.2040717045281095,0.02112329156575419,1.9926204696344025,0.29983432403674576,-0.2883051880191602,0.8144443468439236,2.187550672124147,0.1892216060299838,-0.4325798006324508,-0.1572828405925637,1.2624529318664328,-0.1611767977029858,7.227716976016309,-0.37254409405684846
36,7.606677362826091,0.20945336562894978,1.431900936912494,4.030004462453882,0.45221504814838415,-0.6808869207196915,5.894786257018654,1.3729866953300465,2.051459599356547,1.0489513010876836,-1.8985271226738918,0.04628084880988143,-0.7479194774434489,0.8421711903686442,0.24806562413214314,0.8032014056866646,-0.19319474016414148,0.8262814253992415,0.6143070840534428,-0.557166973882413,-1.4579986472124673,-0.01539162935498367,0.006532969839232821,0.08391399188162672,0.48559501089053125,0.5431572217626028,0.4453947599268349,1.3672571444619408,-1.3431788157713118,0.10100616375264046,0.16159056807145336,-1.0205342718497201,-0.8372885838150654,-0.364290389668607,-0.059136911057333284,-0.5405376976983903,1.456633221306982,-0.003947184516662885,-0.14326400047288165,0.12525222393730068,-1.1255308820838588,-1.1333483807929028,0.40543017160480327,2.344567661605294,0.5176394758775418,-0.11861196343346149,1.250543461650597,2.481173397791364,0.23631418565248707,-0.15317534916964992,-0.01604504405945384,1.3786189466713648,-0.11588071205013953,7.180136925939008,-0.364290389668607
48,7.63582479698304,-0.09310940439148148,1.4736454778569983,4.056939372677567,0.3939290201105664,-0.6629650127224294,5.808766878716434,1.4812604273998302,1.8846906842434354,1.0302068345621063,-2.2616929877539924,0.07530416161403178,-0.7650832692693569,0.9090958447382547,0.5822426307370923,0.8990677173803765,0.8588264645146498,1.006049044672805,0.6304650763414632,-0.6103607276262464,-1.4761175044028674,-0.07153163715249457,-0.27179130701915616,0.08448097756032898,0.4536411336976089,0.6447993325695143,0.505366408713131,1.3984982250022213,-1.1767203737205667,0.14445045060076714,0.2127209899429061,-1.1001057177882962,-0.789262336470436,-0.3421907328013937,0.03446371506573277,-0.6339830265697163,1.4702093460721972,0.029650806538256955,-0.134533525949575,0.13206743246383826,-0.7214645006260182,-1.14452345634958,0.3396923743632017,2.429001019231948,0.5746941652673292,-0.16254256630892736,1.1864131242308813,2.532379169121588,0.3361041220807904,-0.277533975528909,0.020264472738950823,1.4479704802706368,-0.13701947910829007,7.145397438041929,-0.3421907328013937
72,7.270501460119554,-0.09310940439148148,1.1510743274471151,3.9819722681729095,0.33349526227280984,-0.6808869207196915,5.672440044671035,1.3573334310185614,1.4079679259540538,0.9910901862767375,-2.1091536761125114,0.04418524057448409,-0.6632472576692141,0.9500221321315623,0.2941414295063838,0.8506722710542957,0.8747927933920474,1.1108067858859345,0.5021242788972058,-0.6438709298786414,-1.594827120630712,-0.08608402208904774,-0.026431793508553268,-0.04704027089015131,0.06944966117915616,0.5565378320298187,0.38964287149732807,1.311453879371301,-1.5876244931893984,0.03562712827023009,0.02810049179314563,-1.1199698718200253,-1.3126115498088498,-0.459596168970055,-0.01229536463091521,-0.5837236303798722,1.4412057998215935,-0.2137464431579462,-0.22895047256377213,0.022663597719573658,-0.5454341365345187,-1.4916311017745127,0.2918260630979433,2.4194013019813845,0.43571775211851854,-0.17791779219584308,0.445799753049531,2.490670359750756,0.14974153563884376,-0.37100134973192234,-0.01942951249861724,1.3364767767691987,-0.06688367815557968,6.849793038514741,-0.459596168970055
